% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principal axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=1234, Fri Sep  5 15:52:33 2025
1 8 -0.08063653756474248 -0.04503423903202061 0.0987972402824552 0.1938546636478649 0.8937100910155356 0.9414990183973797 1.0397224077746294 1.1107831410068754
2 16 -0.15824267251015844 -0.08370333588469012 0.12801808208632037 0.17179717633410677 0.8937100910155356 0.9414990183973797 1.0397224077746294 1.1107831410068754
3 24 -0.20980622775275135 -0.08563240293676941 0.19681830417794666 0.2164313597373999 0.8937100910155356 0.9414990183973797 1.0397224077746294 1.1107831410068754
4 32 -0.3363471389631289 -0.14570503694179893 0.23124858329105763 0.27013772525947033 0.8937100910155356 0.9414990183973797 1.0397224077746294 1.1107831410068754
5 40 -0.2893498952846042 -0.28887837792093884 0.22533577927386964 0.2719716047601942 0.747403634400932 0.851403698722772 1.0688929554249287 1.2545785742345603
6 48 -0.30130195885129457 -0.29810193047524847 0.23964012214422392 0.3008212056235512 0.747403634400932 0.851403698722772 1.0688929554249287 1.2545785742345603
7 56 -0.33467605076859563 -0.27409387234210403 0.282550394779847 0.34445424968678623 0.747403634400932 0.851403698722772 1.0688929554249287 1.2545785742345603
8 64 -0.28371662898451894 -0.2760411416336726 0.2549136198025826 0.3521825685060765 0.747403634400932 0.851403698722772 1.0688929554249287 1.2545785742345603
9 72 -0.24530115633964578 -0.21957511700290158 0.24966046855613674 0.4977025377007616 0.6938787413387587 0.8678046972453797 1.0049476983934806 1.324963178073505
10 80 -0.3544429982955946 -0.2709944502984769 0.19538117259352314 0.495638919401456 0.6938787413387587 0.8678046972453797 1.0049476983934806 1.324963178073505
11 88 -0.2682315823952671 -0.2532040844500453 0.18781513528200958 0.46559517404883083 0.6938787413387587 0.8678046972453797 1.0049476983934806 1.324963178073505
12 96 -0.24624413136236942 -0.17428892887442438 0.14583464278452213 0.35928354642280197 0.6938787413387587 0.8678046972453797 1.0049476983934806 1.324963178073505
13 104 -0.3046103152640163 -0.10751148308667277 0.048515541148958174 0.2779302281146223 0.7648979368165908 0.9611876149047582 1.023228698819612 1.2016873741199696
14 112 -0.354557599928901 -0.09870953389791834 0.1816174993537833 0.33445521625808766 0.7648979368165908 0.9611876149047582 1.023228698819612 1.2016873741199696
15 120 -0.3492487338234893 -0.0528210038488376 0.21598490855070693 0.2284428163704076 0.7648979368165908 0.9611876149047582 1.023228698819612 1.2016873741199696
16 128 -0.31934928246906236 -0.06062295475756437 0.05703841105990766 0.20892671764684645 0.7648979368165908 0.9611876149047582 1.023228698819612 1.2016873741199696
17 136 -0.4288128935379353 -0.11052246579779915 0.11708166082037835 0.15588104074385167 0.6992760065768338 0.9610742631682383 1.0557420811720484 1.2135724063046656
