% # columns="iteration, evaluation, sigma, beta, void,  sigvec==sigma_vec.scaling factors from diagonal decoding", seed=149777, Fri Sep  5 14:59:40 2025, <python>{}</python>
1 8 2.9535057589269567 1 0 1.0 0.6981229742060132 1.0 1.0
2 16 2.82050180568387 1 0 1.0 0.6981229742060132 1.0 1.0
3 24 2.7636236220077035 1 0 1.0 0.6981229742060132 1.0 1.0
4 32 2.8214785181630693 1 0 1.0 0.657702923945299 1.0 1.0
5 40 2.9148090562576825 1 0 1.0 0.619134726337721 1.0 1.0
6 48 2.8479046595483206 1 0 1.0 0.6048018069195754 1.0 1.0
7 56 2.278028229203177 1 0 1.0 0.6048018069195754 1.0 1.0
8 64 1.8875338482256174 1 0 1.0 0.6048018069195754 1.0 1.0
9 72 1.7771539256183462 1 0 1.0 0.6048018069195754 1.0 1.0
10 80 1.5619359736471976 1 0 1.0 0.6048018069195754 1.0 1.0
11 88 1.2715639244998316 1 0 1.0 0.6048018069195754 1.0 1.0
12 96 1.4269772398300729 1 0 1.0 0.6048018069195754 1.0 1.0
13 104 1.5562250581573422 1 0 1.0 0.6048018069195754 1.0 1.0
14 112 1.3387755713033036 1 0 1.0 0.6048018069195754 1.0 1.0
15 120 1.1869804070769199 1 0 1.0 0.6048018069195754 1.0 1.0
16 128 1.1928163848239428 1 0 1.0 0.6048018069195754 1.0 1.0
17 136 1.1150634408314717 1 0 1.0 0.6048018069195754 1.0 1.0
18 144 1.0321706785316187 1 0 1.0 0.6048018069195754 1.0 1.0
19 152 0.8362295479839915 1 0 1.0 0.6048018069195754 1.0 1.0
20 160 0.8657994231420576 1 0 1.0 0.6048018069195754 1.0 1.0
21 168 0.8172169005043175 1 0 1.0 0.6048018069195754 1.0 1.0
22 176 0.8828580252293946 1 0 1.0 0.6048018069195754 1.0 1.0
23 184 0.8909808326235839 1 0 1.0 0.6048018069195754 1.0 1.0
24 192 0.8370020565797615 1 0 1.0 0.6048018069195754 1.0 1.0
25 200 0.8586784675690835 1 0 1.0 0.6048018069195754 1.0 1.0
26 208 0.8876248846263266 1 0 1.0 0.6048018069195754 1.0 1.0
27 216 0.8615915313778993 1 0 1.0 0.6048018069195754 1.0 1.0
28 224 0.8249587644493878 1 0 1.0 0.6048018069195754 1.0 1.0
29 232 0.7300424052802146 1 0 1.0 0.6048018069195754 1.0 1.0
30 240 0.6488018407545916 1 0 1.0 0.6048018069195754 1.0 1.0
31 248 0.5567761068445064 1 0 1.0 0.6048018069195754 1.0 1.0
32 256 0.5297046114433045 1 0 1.0 0.6048018069195754 1.0 1.0
33 264 0.5356830121975371 1 0 1.0 0.6048018069195754 1.0 1.0
34 272 0.4791195429480479 1 0 1.0 0.6048018069195754 1.0 1.0
35 280 0.4195966659432579 1 0 1.0 0.6048018069195754 1.0 1.0
36 288 0.3485662533466401 1 0 1.0 0.6048018069195754 1.0 1.0
37 296 0.3067390197382134 1 0 1.0 0.6048018069195754 1.0 1.0
38 304 0.2734950761201636 1 0 1.0 0.6048018069195754 1.0 1.0
39 312 0.33355634809250495 1 0 1.0 0.6048018069195754 1.0 1.0
40 320 0.34396972952691784 1 0 1.0 0.6048018069195754 1.0 1.0
41 328 0.35561612362895173 1 0 1.0 0.6048018069195754 1.0 1.0
42 336 0.27425434560557155 1 0 1.0 0.6048018069195754 1.0 1.0
43 344 0.24125983840230458 1 0 1.0 0.6048018069195754 1.0 1.0
44 352 0.20826077562427023 1 0 1.0 0.6048018069195754 1.0 1.0
45 360 0.1893781805618411 1 0 1.0 0.6048018069195754 1.0 1.0
46 368 0.17458006042683016 1 0 1.0 0.6048018069195754 1.0 1.0
47 376 0.18423668227193227 1 0 1.0 0.6048018069195754 1.0 1.0
48 384 0.18874654561713272 1 0 1.0 0.6048018069195754 1.0 1.0
49 392 0.2009596023488432 1 0 1.0 0.6048018069195754 1.0 1.0
50 400 0.21887354481043464 1 0 1.0 0.6048018069195754 1.0 1.0
51 408 0.20108807127622294 1 0 1.0 0.6048018069195754 1.0 1.0
52 416 0.19233292573672892 1 0 1.0 0.6048018069195754 1.0 1.0
53 424 0.19964131613679156 1 0 1.0 0.6048018069195754 1.0 1.0
54 432 0.21391879291570215 1 0 1.0 0.6048018069195754 1.0 1.0
55 440 0.21424424598158104 1 0 1.0 0.6048018069195754 1.0 1.0
56 448 0.19287400406092392 1 0 1.0 0.6048018069195754 1.0 1.0
57 456 0.17623570699447683 1 0 1.0 0.6048018069195754 1.0 1.0
58 464 0.18677499657654303 1 0 1.0 0.6048018069195754 1.0 1.0
59 472 0.14345847590633942 1 0 1.0 0.6048018069195754 1.0 1.0
60 480 0.12195120411181076 1 0 1.0 0.6048018069195754 1.0 1.0
61 488 0.11896562899919962 1 0 1.0 0.6048018069195754 1.0 1.0
62 496 0.10364742960357573 1 0 1.0 0.6048018069195754 1.0 1.0
63 504 0.12109719932221145 1 0 1.0 0.6048018069195754 1.0 1.0
64 512 0.09766958102116673 1 0 1.0 0.6048018069195754 1.0 1.0
65 520 0.09834102535578572 1 0 1.0 0.6048018069195754 1.0 1.0
66 528 0.09537440912562678 1 0 1.0 0.6048018069195754 1.0 1.0
67 536 0.09697234671949573 1 0 1.0 0.6048018069195754 1.0 1.0
68 544 0.09492419722190303 1 0 1.0 0.6048018069195754 1.0 1.0
